buyer_id,buyer_name,buyer_type,contact_person,phone_number,email,district,registration_number,blockchain_wallet,is_active,loaded_at
BYR00374,Oliver PLC Agro,Exporter,Sara Johnson,0701260773,sara.johnson@hotmail.com,Wakiso,REG/2019/5727,0x07f54a647d109d8edc4b74cd5888809905b0c0c6,True,2025-12-06 15:51:22
BYR00375,Rosario-Williams Agro,Exporter,Anthony Smith,0754451877,anthony.smith@hotmail.com,Apac,REG/2013/1256,0xf1a082d69091ce08b5df16f4858047f1f4259b8a,True,2025-12-06 15:51:22
BYR00376,"Mendez, Stokes and Martinez Foods",Retailer,Amanda Underwood,0753688187,amanda.underwood@hotmail.com,Kumi,REG/2013/7522,0xfbdc128d7163d71c231245e1ed7abf309d735b74,True,2025-12-06 15:51:22
BYR00377,"Hodges, Chandler and Ford Limited",Wholesaler,Gregory Braun,0751383054,gregory.braun@gmail.com,Hoima,REG/2019/7337,0x599b44db5b499a2aaaa839af62f6e2b3ac9b7270,True,2025-12-06 15:51:22
BYR00378,Wright Ltd Limited,Processor,Justin Mahoney,0770367304,justin.mahoney@gmail.com,Kumi,REG/2013/8258,0xbd61cbdab95addc267d92c20a6118ec972119920,True,2025-12-06 15:51:22
BYR00379,"Hood, Blankenship and Martin Agro",Wholesaler,Michael Baker,0753935969,michael.baker@gmail.com,Fort Portal,REG/2010/4095,0x2e8e2a6a81e8c9a9245f4ab454d6ff6e3cbf28ec,True,2025-12-06 15:51:22
BYR00380,Velez-Espinoza Limited,Retailer,Clarence Ford,0754247687,clarence.ford@yahoo.com,Katakwi,REG/2022/9852,0xdbcc447c3c100eac9eed0327552d09b5f07566f6,True,2025-12-06 15:51:22
BYR00381,Trujilloburgh Farmers Coop,Cooperative,Michael Brown,0702424144,michael.brown@gmail.com,Kampala,REG/2014/8816,0x7484b97fb3c99d259be1ee267620585ee5aaddfe,True,2025-12-06 15:51:22
BYR00382,Perry LLC Agro,Wholesaler,Darlene Weaver,0752337742,darlene.weaver@hotmail.com,Rukungiri,REG/2016/8087,0xd98843253a1e502d7162eb093780267ab995cbb5,True,2025-12-06 15:51:22
BYR00383,Jones PLC Foods,Exporter,Kim Harrison,0702788567,kim.harrison@gmail.com,Moroto,REG/2022/3253,0x7e253ce06349e73573aaf34ca162762d97735bf4,True,2025-12-06 15:51:22
BYR00384,West Terri Farmers Coop,Cooperative,Kathy Gutierrez,0754190980,kathy.gutierrez@yahoo.com,Kumi,REG/2023/5265,0xa219da8f25c3ddd49e767c205f4e188e19f013f9,True,2025-12-06 15:51:22
BYR00385,Beasleyton Farmers Coop,Cooperative,Michelle Mcdaniel,0754364590,michelle.mcdaniel@gmail.com,Kapchorwa,REG/2014/5001,0xad9cbac30ca9eadcbd1318afb60be344db3d2918,True,2025-12-06 15:51:22
BYR00386,West Loriburgh Farmers Coop,Cooperative,Megan Duncan,0700446910,megan.duncan@yahoo.com,Fort Portal,REG/2020/9827,0x3ce39524c8656e916a113976f238dde0235c2221,True,2025-12-06 15:51:22
BYR00387,Josestad Farmers Coop,Cooperative,Tina Smith,0754121890,tina.smith@hotmail.com,Nebbi,REG/2019/1723,0xae71892ee7fea12caffe3317d326d0550e43272c,True,2025-12-06 15:51:22
BYR00388,Carter Ltd Agro,Exporter,Phillip Garcia,0771742655,phillip.garcia@yahoo.com,Bushenyi,REG/2012/9401,0x2271ef6d9a76bdc855143751ab9fe61c95d59914,True,2025-12-06 15:51:22
BYR00389,Raymond LLC Limited,Processor,Steven Carpenter,0752813565,steven.carpenter@gmail.com,Kasese,REG/2010/9689,0x512526f1a7ea43b0f4cc461980a84cbb35973df1,True,2025-12-06 15:51:22
BYR00390,Shelton Group Limited,Retailer,Michelle Sanchez,0753652993,michelle.sanchez@yahoo.com,Bundibugyo,REG/2010/9019,0x4eca3ea5fa9cc7165bdfdd63c866d74c3d5a9fa0,True,2025-12-06 15:51:22
BYR00391,Olson PLC Trading,Processor,Tonya Roman,0770523579,tonya.roman@hotmail.com,Kabarole,REG/2010/7140,0xfaf24feccd73abaf7232a4523efa0dbbc0728625,True,2025-12-06 15:51:22
BYR00392,South Keithfort Farmers Coop,Cooperative,Mary Peters,0750824705,mary.peters@yahoo.com,Masindi,REG/2014/3639,0xdac985e77c972f54db289bb774ed0ab22effc97b,True,2025-12-06 15:51:22
BYR00393,Zavala-Williams Trading,Exporter,Ronald Price,0704771306,ronald.price@gmail.com,Gulu,REG/2021/3513,0x677096487b4f5f23fb6793004c42e94131f32b56,True,2025-12-06 15:51:22
BYR00394,Sanchez-Thomas Trading,Processor,Larry Mitchell,0771852204,larry.mitchell@gmail.com,Kamuli,REG/2014/3673,0xf7b9e3fb3db5f5b753adb1a85f662db89b58ff6c,True,2025-12-06 15:51:22
BYR00395,"Bates, Wall and Barron Limited",Retailer,Lonnie Kirk,0750212537,lonnie.kirk@gmail.com,Arua,REG/2019/9638,0x9467bd397eb811bb4732cbcd9ca5d79d47a2ef3b,True,2025-12-06 15:51:22
BYR00396,North Marvinborough Farmers Coop,Cooperative,Justin Horton,0700542551,justin.horton@hotmail.com,Masindi,REG/2017/9292,0x1120a724f5fc7b3d1541c72d4ae8f0b0f330f45c,True,2025-12-06 15:51:22
BYR00397,"Morris, Arias and Jensen Foods",Exporter,John Carroll,0770385105,john.carroll@hotmail.com,Hoima,REG/2011/2059,0x47b88b7c9cfb7d6f33c3260540b0853e61d440b4,True,2025-12-06 15:51:22
BYR00398,South Donna Farmers Coop,Cooperative,Austin Smith,0704488917,austin.smith@yahoo.com,Bushenyi,REG/2010/6674,0x71c1cac4a7b0d71216c40102e8664ad1e1f1ce04,True,2025-12-06 15:51:22
BYR00399,"Salas, Boyer and Tapia Trading",Processor,Justin Caldwell,0754947750,justin.caldwell@hotmail.com,Rukungiri,REG/2019/2569,0x8c084e1805c25da2e3069c90d2d3a449c5056ea8,True,2025-12-06 15:51:22
BYR00400,Rush LLC Agro,Retailer,Ricky Allen,0770517679,ricky.allen@hotmail.com,Moroto,REG/2019/3317,0x623f6c846b1280852c23f7bc0ec4d98d4dd27820,True,2025-12-06 15:51:22
BYR00401,East Bethanyport Farmers Coop,Cooperative,Tammy Howard,0751890078,tammy.howard@hotmail.com,Kasese,REG/2019/1031,0xda17ef399a5e9347f40461195b5f3fe1bc47e964,True,2025-12-06 15:51:22
BYR00402,Cooper LLC Foods,Retailer,Michael Gardner,0752494259,michael.gardner@hotmail.com,Masaka,REG/2013/6334,0xc00a173d4c5e466d7c43a1f256961539dd6efbca,True,2025-12-06 15:51:22
BYR00403,Whitaker-Perry Foods,Retailer,Jesse Fisher,0771753238,jesse.fisher@hotmail.com,Apac,REG/2011/4713,0xb915a9fca2c338150998476187fdf68b5c1ffd7a,True,2025-12-06 15:51:22
BYR00404,Lake Stacy Farmers Coop,Cooperative,Alyssa Sanchez,0700824976,alyssa.sanchez@gmail.com,Mbale,REG/2022/1656,0x606d5e8653f32ffcbb7b352e0ec9a4d07b13cec4,True,2025-12-06 15:51:22
BYR00405,"Mccann, Miller and Ward Foods",Retailer,Tracey Barr,0700522501,tracey.barr@hotmail.com,Mbale,REG/2013/4916,0xa4debb4c216d664f3a49b8e3d72113bc07556cce,True,2025-12-06 15:51:22
BYR00406,Duke-Kelly Limited,Wholesaler,Zachary Vazquez,0702438530,zachary.vazquez@gmail.com,Kamuli,REG/2017/5793,0x9a33079413236ce65907e0858acc04727dbbb10b,True,2025-12-06 15:51:22
BYR00407,"Gonzalez, Thompson and Scott Limited",Exporter,Thomas Rogers Jr.,0754768102,thomas.rogers.jr.@yahoo.com,Gulu,REG/2012/3759,0x146233a592c3f89ad19e8ab0a6f5ccd49aec4f74,True,2025-12-06 15:51:22
BYR00408,Tanner and Sons Limited,Wholesaler,James Bautista,0770319526,james.bautista@hotmail.com,Bundibugyo,REG/2013/4826,0x1b12a47a8dc72b5ebb14de66d12eb4295633abc8,True,2025-12-06 15:51:22
BYR00409,"Valencia, Morales and Miller Limited",Retailer,Sarah Jackson,0771142373,sarah.jackson@yahoo.com,Kamuli,REG/2016/3704,0xcb7187e3bee6e2087a594ba3eff04f753b4bd3ef,True,2025-12-06 15:51:22
BYR00410,"Kim, Williams and Malone Agro",Exporter,Christine Phillips,0770655817,christine.phillips@yahoo.com,Hoima,REG/2019/3639,0x32a02c53eb0f65c916b2d6cd134b4677b0196106,True,2025-12-06 15:51:22
BYR00411,"Johnson, Orr and Rivera Limited",Wholesaler,Tara Pugh,0700637888,tara.pugh@hotmail.com,Kasese,REG/2021/3528,0x0e5bfc70b15fa5eb2c2eed2113790aa7776fd586,True,2025-12-06 15:51:22
BYR00412,"Soto, Morton and Hall Limited",Exporter,Kelly Cooper,0753366698,kelly.cooper@gmail.com,Arua,REG/2017/9748,0xbec63d942323e0a986e2f7d3a29f56e691b9613c,True,2025-12-06 15:51:22
BYR00413,West Vernonfurt Farmers Coop,Cooperative,Lori Kemp,0752468995,lori.kemp@gmail.com,Tororo,REG/2021/7765,0xf09a90ca3f4225f40fc3ddb800385376695ba955,True,2025-12-06 15:51:22
BYR00414,Williams-Jones Trading,Exporter,Michael Zavala,0702136924,michael.zavala@gmail.com,Kamuli,REG/2011/7191,0x1cfa7647ead352a0bc28a29933961c6c3d91447f,True,2025-12-06 15:51:22
BYR00415,Gibbs-Carter Foods,Processor,Alexander Wells,0704941700,alexander.wells@gmail.com,Pallisa,REG/2010/2042,0x5f678ee0d228955736098953ec7057c7fbaeba6b,True,2025-12-06 15:51:22
BYR00416,Robbins Inc Trading,Exporter,Brittany Allen,0771885923,brittany.allen@yahoo.com,Lira,REG/2020/7036,0xaed7137b7be3e8d4819222d0f5757d3d19596355,True,2025-12-06 15:51:22
BYR00417,Montgomery-Colon Foods,Processor,Patricia Davis,0753475091,patricia.davis@yahoo.com,Katakwi,REG/2011/6695,0x292039315e60aea472299bbd50acd3450cfae2df,True,2025-12-06 15:51:22
BYR00418,Robertville Farmers Coop,Cooperative,Michael Howell,0752311900,michael.howell@hotmail.com,Mayuge,REG/2013/3892,0x2287e3978b161a190acb573d8eb21c5cb27ecff4,True,2025-12-06 15:51:22
BYR00419,Myers Group Agro,Processor,Frank Baldwin,0702743568,frank.baldwin@gmail.com,Mbarara,REG/2022/4560,0x1d68a5dd8c7a84c8de9d50172dad284cd6197cfc,True,2025-12-06 15:51:22
BYR00420,Evans PLC Foods,Retailer,Ellen Ball,0771990492,ellen.ball@yahoo.com,Kitgum,REG/2011/2200,0x9a10c231d90f002c69574427457cdd09209de063,True,2025-12-06 15:51:22
BYR00421,Lopez LLC Foods,Retailer,Jason Howard,0770316854,jason.howard@gmail.com,Kisoro,REG/2022/6154,0x5ec855c72625c596a0caded5c0c8e482980901d1,True,2025-12-06 15:51:22
BYR00422,"Allison, Hicks and Taylor Trading",Retailer,Sarah Robinson,0753900035,sarah.robinson@yahoo.com,Kisoro,REG/2010/8039,0xe92cea14d246a79cab499f861013dacff4bd23b6,True,2025-12-06 15:51:22
BYR00423,Baileyshire Farmers Coop,Cooperative,Kathleen Alvarado,0704888527,kathleen.alvarado@yahoo.com,Fort Portal,REG/2020/6017,0x14379a3606bcee74a244dfee4340e258d62b9589,True,2025-12-06 15:51:22
BYR00424,"Morgan, Jackson and Bailey Trading",Wholesaler,Beth Smith,0750844576,beth.smith@gmail.com,Mukono,REG/2015/3114,0x083b6db2aecc2b90d701524ba9dce4c1bc470dc8,True,2025-12-06 15:51:22
BYR00425,"Richardson, Sherman and Russell Foods",Processor,Keith Patton,0770346775,keith.patton@yahoo.com,Soroti,REG/2014/8695,0xb8f6b4cbd2d5857004b6294d0a754c9b4b695cd0,True,2025-12-06 15:51:22
BYR00426,Taylor-Parsons Foods,Processor,Lisa Hanson,0703105196,lisa.hanson@yahoo.com,Kamuli,REG/2022/2806,0x049bed26f3a35628870f57c0ef87300c1b7fa986,True,2025-12-06 15:51:22
BYR00427,"Parker, Carlson and Hicks Foods",Wholesaler,Michael Cooper,0752224582,michael.cooper@hotmail.com,Pallisa,REG/2011/3837,0x013ab4f52977601ffb13e1030ba419fede817c65,True,2025-12-06 15:51:22
BYR00428,South Dustintown Farmers Coop,Cooperative,Kyle Miller,0754622199,kyle.miller@hotmail.com,Kampala,REG/2023/7883,0xddb27011f1cae242bbc0d0d2962f7a42f126b568,True,2025-12-06 15:51:22
BYR00429,Church and Sons Trading,Exporter,Amy Anderson,0750278037,amy.anderson@yahoo.com,Wakiso,REG/2018/6940,0xc0c7ec11e457a455efc486d80bd17da4aee79344,True,2025-12-06 15:51:22
BYR00430,"Bowers, Spencer and Newman Trading",Processor,Joseph Vargas,0704211145,joseph.vargas@hotmail.com,Kabale,REG/2015/5606,0x420647cebf591ca3ef6fc656a9979f3d73ca6551,True,2025-12-06 15:51:22
BYR00431,Howard and Sons Foods,Processor,Dr. Jennifer Bonilla,0771209396,dr..jennifer.bonilla@yahoo.com,Jinja,REG/2020/4677,0x983a7e376317435bd1f769536ef242d253fdec40,True,2025-12-06 15:51:22
BYR00432,Trevino LLC Foods,Wholesaler,Ashley Newman,0754736312,ashley.newman@gmail.com,Kumi,REG/2014/9836,0x9293e4a7dfd4504ec4b5a0cedef219a600097144,True,2025-12-06 15:51:22
BYR00433,Turner LLC Limited,Wholesaler,Thomas Dominguez,0702636183,thomas.dominguez@yahoo.com,Bushenyi,REG/2020/7439,0x097c8ebd7de6a2a6e6f20ceb7ec5bdf03be5738b,True,2025-12-06 15:51:22
BYR00434,Horton-Gamble Agro,Exporter,Lisa Matthews,0703313284,lisa.matthews@yahoo.com,Tororo,REG/2022/5779,0xacb647d016e21f76e33bef9c1d8c542e8597249d,True,2025-12-06 15:51:22
BYR00435,North Robertbury Farmers Coop,Cooperative,John Whitehead,0700676151,john.whitehead@hotmail.com,Jinja,REG/2014/6455,0x3d83e6993ffec123b0f8b3f76550ceb1f88cb998,True,2025-12-06 15:51:22
BYR00436,Rosales-White Trading,Exporter,Dean Baker,0751199925,dean.baker@yahoo.com,Iganga,REG/2011/4736,0x3a9da965d394cd689cf368e7a1963a45914dc266,True,2025-12-06 15:51:22
BYR00437,Diaz LLC Agro,Exporter,Marc Wagner,0703822803,marc.wagner@gmail.com,Mbarara,REG/2011/3627,0xfdb0cdf839055c04aa508d0a8b0d70b92e769761,True,2025-12-06 15:51:22
BYR00438,"Miller, Russell and Harris Foods",Wholesaler,Ryan Mosley,0751348941,ryan.mosley@gmail.com,Masaka,REG/2010/7885,0x646411343ae6b10d669da794bdde7dff5e3362f4,True,2025-12-06 15:51:22
BYR00439,Jackson Inc Trading,Wholesaler,Paul Smith,0753932027,paul.smith@yahoo.com,Apac,REG/2012/1600,0xb62bc10e3ecb8e84c23a44dcb256058e35bc95b0,True,2025-12-06 15:51:22
BYR00440,Rodriguez Inc Trading,Retailer,Danielle White,0701844877,danielle.white@hotmail.com,Bushenyi,REG/2021/1118,0x6e16cd6594e9eebd61632acdd249918b4b96ad83,True,2025-12-06 15:51:22
BYR00441,Yu Group Foods,Wholesaler,Nathaniel Garcia,0752987852,nathaniel.garcia@gmail.com,Jinja,REG/2015/6051,0xe8a8411380286c2dbea341713ce8af7b16865c35,True,2025-12-06 15:51:22
BYR00442,Lake Michaelville Farmers Coop,Cooperative,Timothy Taylor,0752197639,timothy.taylor@hotmail.com,Bushenyi,REG/2010/5905,0xa73f2aa9252ffd7df3d10cd55d18f264bdb2a8a8,True,2025-12-06 15:51:22
BYR00443,Myers LLC Trading,Exporter,Cassandra Wilson,0700993912,cassandra.wilson@gmail.com,Kampala,REG/2020/3766,0xe81a41e1bf6058145129b6df343f2769c960b929,True,2025-12-06 15:51:22
BYR00444,Miller-Bradshaw Trading,Processor,Virginia Dean,0700313202,virginia.dean@gmail.com,Bundibugyo,REG/2021/2991,0x4d9f6c8563a07a7f6e95f25edeb5b1d9a910358e,True,2025-12-06 15:51:22
BYR00445,Harris Group Trading,Retailer,Michele Miller,0751261889,michele.miller@yahoo.com,Moroto,REG/2015/3758,0xde57c64e5fbed6cd6be826066ad72f72aeecc87a,True,2025-12-06 15:51:22
BYR00446,Kylemouth Farmers Coop,Cooperative,Devin Vargas,0700690029,devin.vargas@yahoo.com,Mbale,REG/2018/3620,0x206ebca8b45770f80c051300ce125eae67c5ac5d,True,2025-12-06 15:51:22
BYR00447,Diaz Ltd Agro,Exporter,Gabriel Long,0700437955,gabriel.long@yahoo.com,Rukungiri,REG/2014/4335,0x66c4e34ee4af98ee6b3c77597e49dcabb58a09a4,True,2025-12-06 15:51:22
BYR00448,Barajas-Aguilar Trading,Exporter,Angela Smith,0771795615,angela.smith@yahoo.com,Kampala,REG/2013/2910,0x22307ed7ea49c22d6550225c099f5d7417f94e07,True,2025-12-06 15:51:22
BYR00449,"Fletcher, Boyer and Austin Limited",Wholesaler,Joshua Frazier,0704988024,joshua.frazier@yahoo.com,Mbarara,REG/2016/6136,0xf88322b50c18cbcbc69e8357462c57e78922d376,True,2025-12-06 15:51:22
BYR00450,Matthews-Ellison Trading,Retailer,Neil Bell,0771292178,neil.bell@gmail.com,Kamuli,REG/2012/2647,0x707bed7ae66fde2f3ecd8166295f504c2e359346,True,2025-12-06 15:51:22
BYR00451,"Cook, White and Phillips Agro",Exporter,Mr. Ronald Clark,0704390659,mr..ronald.clark@hotmail.com,Bushenyi,REG/2013/9420,0x20dd50e8e2b78bf40841eb00e03defc182a6ae64,True,2025-12-06 15:51:22
BYR00452,Moore-Hubbard Foods,Processor,Tiffany Wade,0754535636,tiffany.wade@yahoo.com,Katakwi,REG/2012/9390,0x930b0fa5e6d07ec070bb8815dd666d0228811320,True,2025-12-06 15:51:22
BYR00453,"Harris, Goodman and Hernandez Foods",Processor,David Williams,0754726275,david.williams@hotmail.com,Mbale,REG/2016/3667,0x2147f15d656097f93b7dcee6e3066f4c352b158e,True,2025-12-06 15:51:22
BYR00454,Hawkins-Jackson Limited,Retailer,Anita Greene,0700371829,anita.greene@hotmail.com,Gulu,REG/2014/5814,0x5ee8bc9a025c48d143bb7be00935cc9862cb1243,True,2025-12-06 15:51:22
BYR00455,Torresside Farmers Coop,Cooperative,Jennifer Dean,0751541591,jennifer.dean@yahoo.com,Tororo,REG/2019/8522,0x5b873711890d1962665ef853e7b2d1a021799b2e,True,2025-12-06 15:51:22
BYR00456,Harris-Fuentes Foods,Processor,Michelle Gray,0750394307,michelle.gray@yahoo.com,Hoima,REG/2014/8458,0x189bf16ca8b56a3bb88919b6d5c4d5bcd0249e1b,True,2025-12-06 15:51:22
BYR00457,Lawrence and Sons Limited,Processor,Whitney Gutierrez,0752421740,whitney.gutierrez@gmail.com,Ntungamo,REG/2010/5030,0xff683c8641e3d28d11f8a48a846b7007e03503e2,True,2025-12-06 15:51:22
BYR00458,"Jenkins, Curry and Jones Foods",Retailer,Richard Rodriguez,0751239298,richard.rodriguez@yahoo.com,Jinja,REG/2021/2301,0xbde02aa22807d631f64e079ce688a4eb689c0933,True,2025-12-06 15:51:22
BYR00459,Payne Inc Agro,Exporter,Jessica Poole,0751102451,jessica.poole@hotmail.com,Bundibugyo,REG/2012/1951,0x3f37d87080c6302f0e8547ce3afc15f9755d75d2,True,2025-12-06 15:51:22
BYR00460,Lake Alejandro Farmers Coop,Cooperative,Sharon Murphy,0771191249,sharon.murphy@yahoo.com,Kapchorwa,REG/2018/8147,0x3d1cd0938dd9b9e66ae32fd95e7acb0efb656e56,True,2025-12-06 15:51:22
BYR00461,New Katherine Farmers Coop,Cooperative,Kenneth Stuart,0750431513,kenneth.stuart@gmail.com,Wakiso,REG/2021/5479,0x95e8fa6bfd15276a67a89c729a5f270506a95f05,True,2025-12-06 15:51:22
BYR00462,French-Smith Foods,Wholesaler,James Walker,0754654809,james.walker@hotmail.com,Wakiso,REG/2022/1951,0xf73dc89b58b99b8de1c643b402c6c7ad5f89f9b3,True,2025-12-06 15:51:22
BYR00463,Mata Group Agro,Exporter,Lisa Barber,0753310233,lisa.barber@yahoo.com,Mbarara,REG/2019/2828,0x1ea32ae082319aaf793c200dcff0315078a6dac8,True,2025-12-06 15:51:22
BYR00464,Williams-Powell Agro,Retailer,Dr. Glenda Lyons,0702540331,dr..glenda.lyons@yahoo.com,Soroti,REG/2022/1160,0xeee15dfcb0230dc0acd7f9ce1d548577796fe34d,True,2025-12-06 15:51:22
BYR00465,Sanchezmouth Farmers Coop,Cooperative,Cynthia Miller,0701266571,cynthia.miller@hotmail.com,Gulu,REG/2013/9549,0x7a9aaa86b9906c78e15dd9ea764646d0f1966fd0,True,2025-12-06 15:51:22
BYR00466,Martin-Maxwell Limited,Processor,Jay Clark,0700527610,jay.clark@yahoo.com,Masindi,REG/2018/8689,0xa3043a28d12cc451d147279c137fcc9abb563fc4,True,2025-12-06 15:51:22
BYR00467,May-Santana Foods,Exporter,Lisa Figueroa,0704772303,lisa.figueroa@hotmail.com,Bundibugyo,REG/2011/8933,0x89f39ef923d9594c168a6420b6fa24a1cdfd8f38,True,2025-12-06 15:51:22
BYR00468,Kelly PLC Foods,Exporter,Dr. Linda Johnson,0704167711,dr..linda.johnson@hotmail.com,Kampala,REG/2021/1489,0xce9b0aa35a8437a716a8a4ccd16e6b69d0c25b90,True,2025-12-06 15:51:22
BYR00469,Guerrero PLC Agro,Wholesaler,Jacqueline Petersen,0701513038,jacqueline.petersen@hotmail.com,Tororo,REG/2012/2962,0x099b523bba5c6d28334107606b00755d7e0afe63,True,2025-12-06 15:51:22
BYR00470,Avilamouth Farmers Coop,Cooperative,Logan Gibson,0752206231,logan.gibson@yahoo.com,Mbale,REG/2013/1200,0x707e3a33e1edbcff68e7b540679294b331e26f74,True,2025-12-06 15:51:22
BYR00471,"Pitts, Anthony and Archer Agro",Retailer,Joshua Williams,0702123864,joshua.williams@yahoo.com,Ntungamo,REG/2010/6658,0x34c55203babf8a93d806277ff9e78b3b35cdfad8,True,2025-12-06 15:51:22
BYR00472,Santos Group Agro,Processor,Shawn Carter,0752312549,shawn.carter@gmail.com,Mayuge,REG/2013/2369,0x2b7d12d7467f73071b21cc7da712a2a818a1e6a4,True,2025-12-06 15:51:22
BYR00473,Ross-Roberts Limited,Retailer,Mrs. Julie Blake MD,0771874138,mrs..julie.blake.md@yahoo.com,Fort Portal,REG/2014/4683,0x3248a5bd520d8bd2f33ca796bf2a3db5879eaa3a,True,2025-12-06 15:51:22
BYR00474,Griffinton Farmers Coop,Cooperative,Thomas Robinson,0703496146,thomas.robinson@hotmail.com,Kamuli,REG/2016/4321,0xff6b248e5c2cca6dc0d2fff6803daa1ee7ab2011,True,2025-12-06 15:51:22
BYR00475,Williams LLC Limited,Wholesaler,James Green,0753946425,james.green@yahoo.com,Soroti,REG/2023/8788,0xe71d532d91dbebe1d0ea48f1d3186b630cd9c710,True,2025-12-06 15:51:22
BYR00476,Spencer and Sons Limited,Retailer,Michelle Fernandez,0702379764,michelle.fernandez@hotmail.com,Kampala,REG/2012/2282,0xaf4b88933834960bc190e8837c6df69eb451535d,True,2025-12-06 15:51:22
BYR00477,"Bauer, Higgins and Schmidt Trading",Retailer,Karen Hicks,0754571241,karen.hicks@yahoo.com,Iganga,REG/2011/4594,0x6b6e4f37e6a5f920907e60d7fd59e7fae501da5a,True,2025-12-06 15:51:22
BYR00478,Brandistad Farmers Coop,Cooperative,Jenna Martinez,0770543090,jenna.martinez@gmail.com,Ntungamo,REG/2014/6069,0x2688b21065cd990f500a476635d594fa6f0de565,True,2025-12-06 15:51:22
BYR00479,"Kent, Anderson and Rice Foods",Exporter,Shane Gray,0701549285,shane.gray@gmail.com,Soroti,REG/2010/5345,0x9b3cd183c94447259008ac692fe8c88b8e858993,True,2025-12-06 15:51:22
BYR00480,Donnahaven Farmers Coop,Cooperative,Alicia Perez,0751918684,alicia.perez@yahoo.com,Arua,REG/2018/3546,0xe9670d3c32a60838e85a2ff91a26bd5879725c3d,True,2025-12-06 15:51:22
BYR00481,New Amybury Farmers Coop,Cooperative,James Brooks,0703257162,james.brooks@yahoo.com,Kitgum,REG/2023/2592,0xacb8ce84833dd71dff8ab67f81dac7ec803ab800,True,2025-12-06 15:51:22
BYR00482,"Mccarthy, Martinez and Crawford Agro",Processor,Mrs. Charlene Tapia,0700533892,mrs..charlene.tapia@yahoo.com,Kabarole,REG/2010/2382,0xddbc11b29e9b27dcc58f6c7c984a0eea5bdf91e3,True,2025-12-06 15:51:22
BYR00483,"Bennett, Barrett and Aguilar Agro",Exporter,Tiffany Thomas,0753892498,tiffany.thomas@hotmail.com,Mbale,REG/2016/7075,0x49a7d03a11c910d0140cd7456acfb03ca82a280e,True,2025-12-06 15:51:22
BYR00484,Ward-Taylor Agro,Wholesaler,James Castillo,0753970913,james.castillo@gmail.com,Jinja,REG/2010/3434,0xe75c7cbc90dd7c8a0278020aebbf948704f7505a,True,2025-12-06 15:51:22
BYR00485,"Oliver, Green and Ryan Limited",Exporter,Daniel Jacobson,0702632146,daniel.jacobson@gmail.com,Soroti,REG/2022/9701,0x3babd59277a33873d6333920d9e187b88c080100,True,2025-12-06 15:51:22
BYR00486,Anderson-Yates Limited,Exporter,Austin Dixon PhD,0752334830,austin.dixon.phd@hotmail.com,Gulu,REG/2022/1078,0xd279177e4d9de46a915b4b5c706d0e05e80ba2f2,True,2025-12-06 15:51:22
BYR00487,South Sharon Farmers Coop,Cooperative,Pamela Dougherty,0750423639,pamela.dougherty@hotmail.com,Mbale,REG/2010/6115,0xf1adb6acaa313090c11290f8b804064d4d617ef6,True,2025-12-06 15:51:22
BYR00488,Bonnieborough Farmers Coop,Cooperative,Kathryn Taylor,0770908440,kathryn.taylor@hotmail.com,Jinja,REG/2011/3648,0x8b11bfd117bb408ad7e11307bc2adffdfd03068f,True,2025-12-06 15:51:22
BYR00489,Ballard-Brown Limited,Exporter,Mrs. Morgan Henderson,0750466462,mrs..morgan.henderson@yahoo.com,Kapchorwa,REG/2013/1414,0x2c3108bb5a1c42e1594830445b75f469a2b296e9,True,2025-12-06 15:51:22
BYR00490,Lauraside Farmers Coop,Cooperative,Wendy Norris,0754635946,wendy.norris@gmail.com,Lira,REG/2010/9960,0xe65ba1abcd0f0617fac8f8783824e7ef6ef052d7,True,2025-12-06 15:51:22
BYR00491,New Heatherchester Farmers Coop,Cooperative,Rebecca Bishop,0753463713,rebecca.bishop@gmail.com,Fort Portal,REG/2018/7093,0xd58e5d4d69963e7970d49eaf752e5152514b6645,True,2025-12-06 15:51:22
BYR00492,Parker LLC Trading,Retailer,Margaret Brown,0752459069,margaret.brown@yahoo.com,Mayuge,REG/2019/4656,0x186da72d35c0a937733f04e432e1f10027262dad,True,2025-12-06 15:51:22
BYR00493,Hutchinson-Bishop Foods,Exporter,Jerry Hoover,0701688429,jerry.hoover@yahoo.com,Bushenyi,REG/2023/6889,0x35502e094d11e269d9fa17bc593ee263737a848a,True,2025-12-06 15:51:22
BYR00494,Mueller-Ramirez Trading,Wholesaler,Alexandria James,0703418269,alexandria.james@yahoo.com,Kitgum,REG/2012/2366,0x6f38cfb4ce647884da9aa90e234ac4c73320df9b,True,2025-12-06 15:51:22
BYR00495,Port Barbara Farmers Coop,Cooperative,Adam Gonzalez,0700760672,adam.gonzalez@hotmail.com,Arua,REG/2015/7983,0x9bc51c24f464a7b7fe0296cb4824727bbf8cb424,True,2025-12-06 15:51:22
BYR00496,Peterson Ltd Agro,Exporter,David Mccoy,0771668702,david.mccoy@yahoo.com,Iganga,REG/2023/1623,0xf2e32973dfa8bc1afb586a1f9cdbc7c7563f9b8d,True,2025-12-06 15:51:22
BYR00497,Phillips-Cummings Agro,Wholesaler,Peter Andrews,0751186441,peter.andrews@yahoo.com,Iganga,REG/2019/3687,0x4baac8d97df7c5c3cb658337259f71f0461582b6,True,2025-12-06 15:51:22
